AIRPORT,Year,Month,INBOUND,OUTBOUND,TOTAL,INBOUND,OUTBOUND,TOTAL,INBOUND,OUTBOUND,Passengers
BALLINA,2012,10,15682.00,16492.00,32174.00,0.00,0.00,0.00,15682.00,16492.00,32174.00
BALLINA,2012,11,15070.00,15099.00,30169.00,0.00,0.00,0.00,15070.00,15099.00,30169.00
BALLINA,2012,12,17720.00,16588.00,34308.00,0.00,0.00,0.00,17720.00,16588.00,34308.00
BALLINA,2013,1,17319.00,19332.00,36651.00,0.00,0.00,0.00,17319.00,19332.00,36651.00
BALLINA,2013,2,11303.00,11795.00,23098.00,0.00,0.00,0.00,11303.00,11795.00,23098.00
BALLINA,2013,3,14423.00,13705.00,28128.00,0.00,0.00,0.00,14423.00,13705.00,28128.00
BALLINA,2013,4,16197.00,17705.00,33902.00,0.00,0.00,0.00,16197.00,17705.00,33902.00
BALLINA,2013,5,13735.00,13983.00,27718.00,0.00,0.00,0.00,13735.00,13983.00,27718.00
BALLINA,2013,6,14258.00,14033.00,28291.00,0.00,0.00,0.00,14258.00,14033.00,28291.00
BALLINA,2013,7,16020.00,16237.00,32257.00,0.00,0.00,0.00,16020.00,16237.00,32257.00
BALLINA,2013,8,14164.00,14148.00,28312.00,0.00,0.00,0.00,14164.00,14148.00,28312.00
BALLINA,2013,9,17534.00,16433.00,33967.00,0.00,0.00,0.00,17534.00,16433.00,33967.00
BALLINA,2013,10,17876.00,19052.00,36928.00,0.00,0.00,0.00,17876.00,19052.00,36928.00
BALLINA,2013,11,16444.00,16818.00,33262.00,0.00,0.00,0.00,16444.00,16818.00,33262.00
BALLINA,2013,12,20927.00,18906.00,39833.00,0.00,0.00,0.00,20927.00,18906.00,39833.00
BALLINA,2014,1,20119.00,22230.00,42349.00,0.00,0.00,0.00,20119.00,22230.00,42349.00
BALLINA,2014,2,14861.00,15231.00,30092.00,0.00,0.00,0.00,14861.00,15231.00,30092.00
BALLINA,2014,3,15663.00,16084.00,31747.00,0.00,0.00,0.00,15663.00,16084.00,31747.00
BALLINA,2014,4,16926.00,17256.00,34182.00,0.00,0.00,0.00,16926.00,17256.00,34182.00
BALLINA,2014,5,13210.00,13552.00,26762.00,0.00,0.00,0.00,13210.00,13552.00,26762.00
BALLINA,2014,6,14762.00,14552.00,29314.00,0.00,0.00,0.00,14762.00,14552.00,29314.00
BALLINA,2014,7,17839.00,18283.00,36122.00,0.00,0.00,0.00,17839.00,18283.00,36122.00
BALLINA,2014,8,14707.00,15200.00,29907.00,0.00,0.00,0.00,14707.00,15200.00,29907.00
BALLINA,2014,9,19834.00,19049.00,38883.00,0.00,0.00,0.00,19834.00,19049.00,38883.00
BALLINA,2014,10,19283.00,19973.00,39256.00,0.00,0.00,0.00,19283.00,19973.00,39256.00
BALLINA,2014,11,18158.00,18119.00,36277.00,0.00,0.00,0.00,18158.00,18119.00,36277.00
BALLINA,2014,12,20079.00,19225.00,39304.00,0.00,0.00,0.00,20079.00,19225.00,39304.00
BALLINA,2015,1,21764.00,23672.00,45436.00,0.00,0.00,0.00,21764.00,23672.00,45436.00
BALLINA,2015,2,15486.00,15959.00,31445.00,0.00,0.00,0.00,15486.00,15959.00,31445.00
BALLINA,2015,3,18102.00,17984.00,36086.00,0.00,0.00,0.00,18102.00,17984.00,36086.00
BALLINA,2015,4,19599.00,20173.00,39772.00,0.00,0.00,0.00,19599.00,20173.00,39772.00
BALLINA,2015,5,15937.00,16216.00,32153.00,0.00,0.00,0.00,15937.00,16216.00,32153.00
BALLINA,2015,6,16250.00,16135.00,32385.00,0.00,0.00,0.00,16250.00,16135.00,32385.00
BALLINA,2015,7,18513.00,19000.00,37513.00,0.00,0.00,0.00,18513.00,19000.00,37513.00
BALLINA,2015,8,17107.00,17073.00,34180.00,0.00,0.00,0.00,17107.00,17073.00,34180.00
BALLINA,2015,9,21295.00,20346.00,41641.00,0.00,0.00,0.00,21295.00,20346.00,41641.00
BALLINA,2015,10,21492.00,22587.00,44079.00,0.00,0.00,0.00,21492.00,22587.00,44079.00
BALLINA,2015,11,18420.00,18281.00,36701.00,0.00,0.00,0.00,18420.00,18281.00,36701.00
BALLINA,2015,12,22277.00,21230.00,43507.00,0.00,0.00,0.00,22277.00,21230.00,43507.00
BALLINA,2016,1,22620.00,24286.00,46906.00,0.00,0.00,0.00,22620.00,24286.00,46906.00
BALLINA,2016,2,18248.00,18346.00,36594.00,0.00,0.00,0.00,18248.00,18346.00,36594.00
BALLINA,2016,3,21013.00,20676.00,41689.00,0.00,0.00,0.00,21013.00,20676.00,41689.00
BALLINA,2016,4,19736.00,20262.00,39998.00,0.00,0.00,0.00,19736.00,20262.00,39998.00
BALLINA,2016,5,16647.00,17018.00,33665.00,0.00,0.00,0.00,16647.00,17018.00,33665.00
BALLINA,2016,6,16601.00,15990.00,32591.00,0.00,0.00,0.00,16601.00,15990.00,32591.00
BALLINA,2016,7,20878.00,21002.00,41880.00,0.00,0.00,0.00,20878.00,21002.00,41880.00
BALLINA,2016,8,16839.00,17001.00,33840.00,0.00,0.00,0.00,16839.00,17001.00,33840.00
BALLINA,2016,9,22038.00,20627.00,42665.00,0.00,0.00,0.00,22038.00,20627.00,42665.00
BALLINA,2016,10,23453.00,23982.00,47435.00,0.00,0.00,0.00,23453.00,23982.00,47435.00
BALLINA,2016,11,20317.00,20018.00,40335.00,0.00,0.00,0.00,20317.00,20018.00,40335.00
BALLINA,2016,12,25920.00,24405.00,50325.00,0.00,0.00,0.00,25920.00,24405.00,50325.00
BALLINA,2017,1,24867.00,27034.00,51901.00,0.00,0.00,0.00,24867.00,27034.00,51901.00
BALLINA,2017,2,18510.00,18387.00,36897.00,0.00,0.00,0.00,18510.00,18387.00,36897.00
BALLINA,2017,3,20445.00,20625.00,41070.00,0.00,0.00,0.00,20445.00,20625.00,41070.00
BALLINA,2017,4,24319.00,24171.00,48490.00,0.00,0.00,0.00,24319.00,24171.00,48490.00
BALLINA,2017,5,16786.00,17416.00,34202.00,0.00,0.00,0.00,16786.00,17416.00,34202.00
BALLINA,2017,6,17159.00,16600.00,33759.00,0.00,0.00,0.00,17159.00,16600.00,33759.00
BALLINA,2017,7,20665.00,20831.00,41496.00,0.00,0.00,0.00,20665.00,20831.00,41496.00
BALLINA,2017,8,16863.00,16984.00,33847.00,0.00,0.00,0.00,16863.00,16984.00,33847.00
BALLINA,2017,9,22647.00,21343.00,43990.00,0.00,0.00,0.00,22647.00,21343.00,43990.00
BALLINA,2017,10,24283.00,25312.00,49595.00,0.00,0.00,0.00,24283.00,25312.00,49595.00
BALLINA,2017,11,21524.00,21530.00,43054.00,0.00,0.00,0.00,21524.00,21530.00,43054.00
BALLINA,2017,12,26533.00,24745.00,51278.00,0.00,0.00,0.00,26533.00,24745.00,51278.00
BALLINA,2018,1,27192.00,29470.00,56662.00,0.00,0.00,0.00,27192.00,29470.00,56662.00
BALLINA,2018,2,20782.00,20844.00,41626.00,0.00,0.00,0.00,20782.00,20844.00,41626.00
BALLINA,2018,3,22795.00,21894.00,44689.00,0.00,0.00,0.00,22795.00,21894.00,44689.00
BALLINA,2018,4,23004.00,24426.00,47430.00,0.00,0.00,0.00,23004.00,24426.00,47430.00
BALLINA,2018,5,18588.00,18802.00,37390.00,0.00,0.00,0.00,18588.00,18802.00,37390.00
BALLINA,2018,6,18215.00,17502.00,35717.00,0.00,0.00,0.00,18215.00,17502.00,35717.00
BALLINA,2018,7,22997.00,23183.00,46180.00,0.00,0.00,0.00,22997.00,23183.00,46180.00
BALLINA,2018,8,20039.00,20084.00,40123.00,0.00,0.00,0.00,20039.00,20084.00,40123.00
BALLINA,2018,9,21971.00,20995.00,42966.00,0.00,0.00,0.00,21971.00,20995.00,42966.00
BALLINA,2018,10,25099.00,25794.00,50893.00,0.00,0.00,0.00,25099.00,25794.00,50893.00
BALLINA,2018,11,21694.00,21290.00,42984.00,0.00,0.00,0.00,21694.00,21290.00,42984.00
BALLINA,2018,12,26557.00,24963.00,51520.00,0.00,0.00,0.00,26557.00,24963.00,51520.00
BALLINA,2019,1,27119.00,29344.00,56463.00,0.00,0.00,0.00,27119.00,29344.00,56463.00
BALLINA,2019,2,18999.00,19168.00,38167.00,0.00,0.00,0.00,18999.00,19168.00,38167.00
BALLINA,2019,3,22612.00,22596.00,45208.00,0.00,0.00,0.00,22612.00,22596.00,45208.00
BALLINA,2019,4,24051.00,23949.00,48000.00,0.00,0.00,0.00,24051.00,23949.00,48000.00
BALLINA,2019,5,18031.00,18257.00,36288.00,0.00,0.00,0.00,18031.00,18257.00,36288.00
BALLINA,2019,6,17894.00,17387.00,35281.00,0.00,0.00,0.00,17894.00,17387.00,35281.00
BALLINA,2019,7,22932.00,23029.00,45961.00,0.00,0.00,0.00,22932.00,23029.00,45961.00
BALLINA,2019,8,19791.00,19809.00,39600.00,0.00,0.00,0.00,19791.00,19809.00,39600.00
BALLINA,2019,9,22424.00,21109.00,43533.00,0.00,0.00,0.00,22424.00,21109.00,43533.00
BALLINA,2019,10,23850.00,24551.00,48401.00,0.00,0.00,0.00,23850.00,24551.00,48401.00
BALLINA,2019,11,22416.00,22485.00,44901.00,0.00,0.00,0.00,22416.00,22485.00,44901.00
BALLINA,2019,12,27028.00,24448.00,51476.00,0.00,0.00,0.00,27028.00,24448.00,51476.00
BALLINA,2020,1,27390.00,30186.00,57576.00,0.00,0.00,0.00,27390.00,30186.00,57576.00
BALLINA,2020,2,20690.00,20309.00,40999.00,0.00,0.00,0.00,20690.00,20309.00,40999.00
BALLINA,2020,3,13835.00,14568.00,28403.00,0.00,0.00,0.00,13835.00,14568.00,28403.00
BALLINA,2020,4,195.00,182.00,377.00,0.00,0.00,0.00,195.00,182.00,377.00
BALLINA,2020,5,1257.00,1272.00,2529.00,0.00,0.00,0.00,1257.00,1272.00,2529.00
BALLINA,2020,6,4322.00,3587.00,7909.00,0.00,0.00,0.00,4322.00,3587.00,7909.00
BALLINA,2020,7,15858.00,15370.00,31228.00,0.00,0.00,0.00,15858.00,15370.00,31228.00
BALLINA,2020,8,13248.00,13906.00,27154.00,0.00,0.00,0.00,13248.00,13906.00,27154.00
BALLINA,2020,9,18682.00,17462.00,36144.00,0.00,0.00,0.00,18682.00,17462.00,36144.00
BALLINA,2020,10,25422.00,25769.00,51191.00,0.00,0.00,0.00,25422.00,25769.00,51191.00
BALLINA,2020,11,29389.00,26973.00,56362.00,0.00,0.00,0.00,29389.00,26973.00,56362.00
BALLINA,2020,12,35876.00,31529.00,67405.00,0.00,0.00,0.00,35876.00,31529.00,67405.00
BALLINA,2021,1,28046.00,31562.00,59608.00,0.00,0.00,0.00,28046.00,31562.00,59608.00
BALLINA,2021,2,25021.00,24357.00,49378.00,0.00,0.00,0.00,25021.00,24357.00,49378.00
BALLINA,2021,3,28068.00,28406.00,56474.00,0.00,0.00,0.00,28068.00,28406.00,56474.00
BALLINA,2021,4,29364.00,29741.00,59105.00,0.00,0.00,0.00,29364.00,29741.00,59105.00
BALLINA,2021,5,25018.00,26076.00,51094.00,0.00,0.00,0.00,25018.00,26076.00,51094.00
BALLINA,2021,6,22841.00,20763.00,43604.00,0.00,0.00,0.00,22841.00,20763.00,43604.00
BALLINA,2021,7,3537.00,5022.00,8559.00,0.00,0.00,0.00,3537.00,5022.00,8559.00
BALLINA,2021,8,1066.00,1119.00,2185.00,0.00,0.00,0.00,1066.00,1119.00,2185.00
BALLINA,2021,9,1540.00,1321.00,2861.00,0.00,0.00,0.00,1540.00,1321.00,2861.00
BALLINA,2021,10,3896.00,4070.00,7966.00,0.00,0.00,0.00,3896.00,4070.00,7966.00
BALLINA,2021,11,40727.00,36702.00,77429.00,0.00,0.00,0.00,40727.00,36702.00,77429.00
BALLINA,2021,12,55978.00,50443.00,106421.00,0.00,0.00,0.00,55978.00,50443.00,106421.00
BALLINA,2022,1,33426.00,39287.00,72713.00,0.00,0.00,0.00,33426.00,39287.00,72713.00
BALLINA,2022,2,20886.00,20946.00,41832.00,0.00,0.00,0.00,20886.00,20946.00,41832.00
BALLINA,2022,3,21359.00,22365.00,43724.00,0.00,0.00,0.00,21359.00,22365.00,43724.00
BALLINA,2022,4,30264.00,30175.00,60439.00,0.00,0.00,0.00,30264.00,30175.00,60439.00
BALLINA,2022,5,26383.00,27292.00,53675.00,0.00,0.00,0.00,26383.00,27292.00,53675.00
BALLINA,2022,6,25244.00,24336.00,49580.00,0.00,0.00,0.00,25244.00,24336.00,49580.00
BALLINA,2022,7,25628.00,25714.00,51342.00,0.00,0.00,0.00,25628.00,25714.00,51342.00
BALLINA,2022,8,22354.00,23191.00,45545.00,0.00,0.00,0.00,22354.00,23191.00,45545.00
BALLINA,2022,9,25795.00,24241.00,50036.00,0.00,0.00,0.00,25795.00,24241.00,50036.00
BALLINA,2022,10,27176.00,27849.00,55025.00,0.00,0.00,0.00,27176.00,27849.00,55025.00
BALLINA,2022,11,29717.00,28972.00,58689.00,0.00,0.00,0.00,29717.00,28972.00,58689.00
BALLINA,2022,12,28435.00,28278.00,56713.00,0.00,0.00,0.00,28435.00,28278.00,56713.00
BALLINA,2023,1,29525.00,31981.00,61506.00,0.00,0.00,0.00,29525.00,31981.00,61506.00
BALLINA,2023,2,24589.00,24374.00,48963.00,0.00,0.00,0.00,24589.00,24374.00,48963.00
BALLINA,2023,3,29482.00,29328.00,58810.00,0.00,0.00,0.00,29482.00,29328.00,58810.00
BALLINA,2023,4,26230.00,26146.00,52376.00,0.00,0.00,0.00,26230.00,26146.00,52376.00
BALLINA,2023,5,23516.00,24455.00,47971.00,0.00,0.00,0.00,23516.00,24455.00,47971.00
BALLINA,2023,6,23442.00,22194.00,45636.00,0.00,0.00,0.00,23442.00,22194.00,45636.00
BALLINA,2023,7,26226.00,26480.00,52706.00,0.00,0.00,0.00,26226.00,26480.00,52706.00
BALLINA,2023,8,25100.00,25478.00,50578.00,0.00,0.00,0.00,25100.00,25478.00,50578.00
BALLINA,2023,9,28237.00,26806.00,55043.00,0.00,0.00,0.00,28237.00,26806.00,55043.00
BALLINA,2023,10,27510.00,28163.00,55673.00,0.00,0.00,0.00,27510.00,28163.00,55673.00
BALLINA,2023,11,26925.00,26298.00,53223.00,0.00,0.00,0.00,26925.00,26298.00,53223.00
BALLINA,2023,12,28729.00,27966.00,56695.00,0.00,0.00,0.00,28729.00,27966.00,56695.00
BALLINA,2024,1,26601.00,27920.00,54521.00,0.00,0.00,0.00,26601.00,27920.00,54521.00
BALLINA,2024,2,24718.00,24905.00,49623.00,0.00,0.00,0.00,24718.00,24905.00,49623.00
BALLINA,2024,3,26858.00,25954.00,52812.00,0.00,0.00,0.00,26858.00,25954.00,52812.00
BALLINA,2024,4,25631.00,26794.00,52425.00,0.00,0.00,0.00,25631.00,26794.00,52425.00
BALLINA,2024,5,21835.00,22396.00,44231.00,0.00,0.00,0.00,21835.00,22396.00,44231.00
BALLINA,2024,6,21503.00,21225.00,42728.00,0.00,0.00,0.00,21503.00,21225.00,42728.00
BALLINA,2024,7,26249.00,26428.00,52677.00,0.00,0.00,0.00,26249.00,26428.00,52677.00
BALLINA,2024,8,24886.00,25156.00,50042.00,0.00,0.00,0.00,24886.00,25156.00,50042.00
BALLINA,2024,9,27439.00,26218.00,53657.00,0.00,0.00,0.00,27439.00,26218.00,53657.00
BALLINA,2024,10,28977.00,30004.00,58981.00,0.00,0.00,0.00,28977.00,30004.00,58981.00
BALLINA,2024,11,28675.00,28789.00,57464.00,0.00,0.00,0.00,28675.00,28789.00,57464.00
BALLINA,2024,12,30117.00,28942.00,59059.00,0.00,0.00,0.00,30117.00,28942.00,59059.00
BALLINA,2025,1,29111.00,29961.00,59072.00,0.00,0.00,0.00,29111.00,29961.00,59072.00
BALLINA,2025,2,23640.00,23582.00,47222.00,0.00,0.00,0.00,23640.00,23582.00,47222.00
BALLINA,2025,3,20974.00,19983.00,40957.00,0.00,0.00,0.00,20974.00,19983.00,40957.00
BALLINA,2025,4,25251.00,25482.00,50733.00,0.00,0.00,0.00,25251.00,25482.00,50733.00
BALLINA,2025,5,20354.00,21207.00,41561.00,0.00,0.00,0.00,20354.00,21207.00,41561.00
BALLINA,2025,6,20173.00,20475.00,40648.00,0.00,0.00,0.00,20173.00,20475.00,40648.00
BRISBANE,2009,1,626445.00,632882.00,1259327.00,205011.00,172799.00,377810.00,831456.00,805681.00,1637137.00
BRISBANE,2009,2,520093.00,519172.00,1039265.00,156061.00,144635.00,300696.00,676154.00,663807.00,1339961.00
BRISBANE,2009,3,594507.00,593558.00,1188065.00,156115.00,158487.00,314602.00,750622.00,752045.00,1502667.00
BRISBANE,2009,4,608593.00,604520.00,1213113.00,161297.00,173044.00,334341.00,769890.00,777564.00,1547454.00
BRISBANE,2009,5,584999.00,579257.00,1164256.00,148025.00,155486.00,303511.00,733024.00,734743.00,1467767.00
BRISBANE,2009,6,569266.00,568461.00,1137727.00,151730.00,172408.00,324138.00,720996.00,740869.00,1461865.00
BRISBANE,2009,7,645966.00,634920.00,1280886.00,199264.00,172957.00,372221.00,845230.00,807877.00,1653107.00
BRISBANE,2009,8,612792.00,611221.00,1224013.00,169620.00,183377.00,352997.00,782412.00,794598.00,1577010.00
BRISBANE,2009,9,637070.00,631560.00,1268630.00,175337.00,183274.00,358611.00,812407.00,814834.00,1627241.00
BRISBANE,2009,10,663699.00,667650.00,1331349.00,191678.00,172089.00,363767.00,855377.00,839739.00,1695116.00
BRISBANE,2009,11,611573.00,619324.00,1230897.00,161768.00,173891.00,335659.00,773341.00,793215.00,1566556.00
BRISBANE,2009,12,633923.00,624473.00,1258396.00,175947.00,202871.00,378818.00,809870.00,827344.00,1637214.00
BRISBANE,2010,1,584635.00,595191.00,1179826.00,203308.00,173057.00,376365.00,787943.00,768248.00,1556191.00
BRISBANE,2010,2,545876.00,545378.00,1091254.00,160009.00,147233.00,307242.00,705885.00,692611.00,1398496.00
BRISBANE,2010,3,605994.00,603265.00,1209259.00,162490.00,168234.00,330724.00,768484.00,771499.00,1539983.00
BRISBANE,2010,4,621672.00,626921.00,1248593.00,161473.00,166938.00,328411.00,783145.00,793859.00,1577004.00
BRISBANE,2010,5,596680.00,592018.00,1188698.00,149297.00,158209.00,307506.00,745977.00,750227.00,1496204.00
BRISBANE,2010,6,609580.00,612834.00,1222414.00,163393.00,187027.00,350420.00,772973.00,799861.00,1572834.00
BRISBANE,2010,7,695302.00,675766.00,1371068.00,220390.00,188120.00,408510.00,915692.00,863886.00,1779578.00
BRISBANE,2010,8,661735.00,667083.00,1328818.00,179247.00,194188.00,373435.00,840982.00,861271.00,1702253.00
BRISBANE,2010,9,687199.00,679663.00,1366862.00,187251.00,193066.00,380317.00,874450.00,872729.00,1747179.00
BRISBANE,2010,10,705758.00,711488.00,1417246.00,197989.00,178468.00,376457.00,903747.00,889956.00,1793703.00
BRISBANE,2010,11,663810.00,669962.00,1333772.00,167586.00,178601.00,346187.00,831396.00,848563.00,1679959.00
BRISBANE,2010,12,696432.00,683949.00,1380381.00,183545.00,213138.00,396683.00,879977.00,897087.00,1777064.00
BRISBANE,2011,1,583192.00,600245.00,1183437.00,216100.00,179977.00,396077.00,799292.00,780222.00,1579514.00
BRISBANE,2011,2,550493.00,554263.00,1104756.00,160230.00,146869.00,307099.00,710723.00,701132.00,1411855.00
BRISBANE,2011,3,639595.00,638987.00,1278582.00,155406.00,155471.00,310877.00,795001.00,794458.00,1589459.00
BRISBANE,2011,4,659295.00,659943.00,1319238.00,170423.00,184505.00,354928.00,829718.00,844448.00,1674166.00
BRISBANE,2011,5,646930.00,644697.00,1291627.00,165542.00,168888.00,334430.00,812472.00,813585.00,1626057.00
BRISBANE,2011,6,625865.00,632359.00,1258224.00,166624.00,189150.00,355774.00,792489.00,821509.00,1613998.00
BRISBANE,2011,7,728844.00,703758.00,1432602.00,230003.00,191645.00,421648.00,958847.00,895403.00,1854250.00
BRISBANE,2011,8,695252.00,696200.00,1391452.00,186412.00,198789.00,385201.00,881664.00,894989.00,1776653.00
BRISBANE,2011,9,707665.00,694602.00,1402267.00,191295.00,200297.00,391592.00,898960.00,894899.00,1793859.00
BRISBANE,2011,10,711157.00,722627.00,1433784.00,216988.00,183402.00,400390.00,928145.00,906029.00,1834174.00
BRISBANE,2011,11,687385.00,697645.00,1385030.00,177310.00,187609.00,364919.00,864695.00,885254.00,1749949.00
BRISBANE,2011,12,713241.00,694743.00,1407984.00,196012.00,225920.00,421932.00,909253.00,920663.00,1829916.00
BRISBANE,2012,1,652897.00,672445.00,1325342.00,230713.00,186380.00,417093.00,883610.00,858825.00,1742435.00
BRISBANE,2012,2,598252.00,600302.00,1198554.00,171310.00,151617.00,322927.00,769562.00,751919.00,1521481.00
BRISBANE,2012,3,685394.00,684321.00,1369715.00,169085.00,171101.00,340186.00,854479.00,855422.00,1709901.00
BRISBANE,2012,4,672498.00,672012.00,1344510.00,180955.00,181959.00,362914.00,853453.00,853971.00,1707424.00
BRISBANE,2012,5,670557.00,669601.00,1340158.00,157384.00,162873.00,320257.00,827941.00,832474.00,1660415.00
BRISBANE,2012,6,658058.00,664158.00,1322216.00,178946.00,191999.00,370945.00,837004.00,856157.00,1693161.00
BRISBANE,2012,7,733530.00,726697.00,1460227.00,220763.00,184288.00,405051.00,954293.00,910985.00,1865278.00
BRISBANE,2012,8,720138.00,712978.00,1433116.00,183399.00,190788.00,374187.00,903537.00,903766.00,1807303.00
BRISBANE,2012,9,719914.00,713252.00,1433166.00,191827.00,196811.00,388638.00,911741.00,910063.00,1821804.00
BRISBANE,2012,10,755041.00,759021.00,1514062.00,212706.00,180386.00,393092.00,967747.00,939407.00,1907154.00
BRISBANE,2012,11,722127.00,720893.00,1443020.00,175100.00,184029.00,359129.00,897227.00,904922.00,1802149.00
BRISBANE,2012,12,717679.00,699584.00,1417263.00,200049.00,216945.00,416994.00,917728.00,916529.00,1834257.00
BRISBANE,2013,1,654088.00,674779.00,1328867.00,222033.00,181468.00,403501.00,876121.00,856247.00,1732368.00
BRISBANE,2013,2,600209.00,600660.00,1200869.00,176148.00,156465.00,332613.00,776357.00,757125.00,1533482.00
BRISBANE,2013,3,676094.00,669643.00,1345737.00,180132.00,184082.00,364214.00,856226.00,853725.00,1709951.00
BRISBANE,2013,4,682036.00,674360.00,1356396.00,183072.00,174775.00,357847.00,865108.00,849135.00,1714243.00
BRISBANE,2013,5,669358.00,667312.00,1336670.00,166381.00,173192.00,339573.00,835739.00,840504.00,1676243.00
BRISBANE,2013,6,667894.00,684459.00,1352353.00,186576.00,201564.00,388140.00,854470.00,886023.00,1740493.00
BRISBANE,2013,7,762731.00,745224.00,1507955.00,234492.00,190947.00,425439.00,997223.00,936171.00,1933394.00
BRISBANE,2013,8,729675.00,720843.00,1450518.00,202091.00,209981.00,412072.00,931766.00,930824.00,1862590.00
BRISBANE,2013,9,721283.00,714519.00,1435802.00,203232.00,209090.00,412322.00,924515.00,923609.00,1848124.00
BRISBANE,2013,10,768788.00,774774.00,1543562.00,225003.00,188766.00,413769.00,993791.00,963540.00,1957331.00
BRISBANE,2013,11,718088.00,718447.00,1436535.00,184757.00,192166.00,376923.00,902845.00,910613.00,1813458.00
BRISBANE,2013,12,750551.00,729882.00,1480433.00,209001.00,233727.00,442728.00,959552.00,963609.00,1923161.00
BRISBANE,2014,1,683604.00,688577.00,1372181.00,243665.00,197869.00,441534.00,927269.00,886446.00,1813715.00
BRISBANE,2014,2,611754.00,613347.00,1225101.00,184183.00,168744.00,352927.00,795937.00,782091.00,1578028.00
BRISBANE,2014,3,697430.00,695026.00,1392456.00,182017.00,180736.00,362753.00,879447.00,875762.00,1755209.00
BRISBANE,2014,4,717116.00,713104.00,1430220.00,203052.00,203842.00,406894.00,920168.00,916946.00,1837114.00
BRISBANE,2014,5,690348.00,686761.00,1377109.00,181007.00,186442.00,367449.00,871355.00,873203.00,1744558.00
BRISBANE,2014,6,677315.00,684118.00,1361433.00,185947.00,207236.00,393183.00,863262.00,891354.00,1754616.00
BRISBANE,2014,7,767925.00,756240.00,1524165.00,247977.00,207772.00,455749.00,1015902.00,964012.00,1979914.00
BRISBANE,2014,8,724926.00,719873.00,1444799.00,213173.00,223083.00,436256.00,938099.00,942956.00,1881055.00
BRISBANE,2014,9,723998.00,723032.00,1447030.00,216209.00,214891.00,431100.00,940207.00,937923.00,1878130.00
BRISBANE,2014,10,776924.00,780848.00,1557772.00,234133.00,204479.00,438612.00,1011057.00,985327.00,1996384.00
